,Player,Overall Score,Potential Score,Market Value,Weekly Salary,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
60,Andrew Robertson,86,89,49000000,135000,178,64,26,Left,81.0,82.0,80.83333333333333,82.0,77.57142857142857,58.25,10.0
61,Bruno Fernandes,86,89,56500000,165000,179,69,26,Right,86.0,65.0,80.83333333333333,86.66666666666667,78.28571428571429,82.75,12.6
62,Timo Werner,86,89,57500000,90000,180,76,24,Right,84.5,26.0,69.83333333333333,67.33333333333333,80.85714285714286,77.625,10.0
63,Fabinho,86,88,49000000,135000,188,78,26,Right,79.0,85.33333333333333,81.66666666666667,80.33333333333333,73.14285714285714,67.875,9.4
64,Jamie Vardy,86,86,35500000,160000,179,74,33,Right,78.0,53.0,79.5,61.666666666666664,78.0,75.875,12.4
65,Hakim Ziyech,86,87,52000000,42000,181,65,27,Left,84.0,46.666666666666664,76.5,87.66666666666667,71.85714285714286,74.375,10.2
66,Marquinhos,86,90,51500000,120000,183,75,26,Right,71.5,86.66666666666667,77.33333333333333,77.33333333333333,75.57142857142857,47.25,9.4
67,Riyad Mahrez,86,86,45000000,230000,179,67,29,Left,91.0,32.666666666666664,69.0,79.0,77.0,74.25,10.8
68,Raphaël Varane,86,89,49000000,220000,191,81,27,Right,66.0,86.66666666666667,73.66666666666667,65.66666666666667,72.71428571428571,52.375,10.0
69,Mauro Icardi,86,87,53000000,125000,181,75,27,Right,78.5,29.666666666666668,67.16666666666667,58.333333333333336,76.57142857142857,75.625,8.6
70,Lorenzo Insigne,86,86,46000000,130000,163,59,29,Right,91.5,31.666666666666668,66.33333333333333,83.0,75.71428571428571,75.375,9.0
71,Koke,86,86,45500000,95000,176,77,28,Right,83.5,72.66666666666667,82.66666666666667,87.33333333333333,74.28571428571429,71.75,10.8
72,Romelu Lukaku,86,87,53000000,125000,191,94,27,Left,77.0,30.0,71.5,74.33333333333333,70.71428571428571,78.875,10.8
73,Thiago,86,86,44000000,165000,174,70,29,Right,90.5,68.33333333333333,78.66666666666667,84.33333333333333,75.28571428571429,75.125,9.2
74,Jordi Alba,86,86,35000000,220000,170,68,31,Left,83.0,79.66666666666667,81.0,83.0,83.57142857142857,66.875,12.0
75,Leonardo Bonucci,86,86,28500000,155000,190,85,33,Right,72.0,85.33333333333333,75.66666666666667,68.66666666666667,67.42857142857143,64.5,2.6
76,Toby Alderweireld,86,86,36000000,140000,186,81,31,Right,68.5,87.66666666666667,75.33333333333333,76.0,69.28571428571429,61.375,13.2
77,Miralem Pjanić,86,86,42500000,180000,178,72,30,Right,87.5,74.66666666666667,79.0,86.0,70.85714285714286,75.625,8.4
78,Edinson Cavani,86,86,35500000,150000,185,77,33,Right,77.0,48.0,78.83333333333333,65.0,77.14285714285714,83.125,10.6
79,Yann Sommer,86,86,30000000,43000,183,79,31,Right,20.0,13.333333333333334,45.5,28.0,57.285714285714285,19.25,84.0
80,Alejandro Gómez,86,86,39000000,100000,167,68,32,Right,85.0,38.0,72.5,80.0,78.71428571428571,72.5,9.2
81,Matthijs de Ligt,85,92,47500000,75000,189,89,21,Right,70.0,82.66666666666667,72.66666666666667,67.33333333333333,71.71428571428571,58.0,11.2
82,Rodri,85,89,45500000,145000,191,82,24,Right,79.0,81.66666666666667,80.5,76.66666666666667,72.28571428571429,64.125,9.8
83,Trent Alexander-Arnold,85,90,46000000,95000,180,69,21,Right,81.5,79.66666666666667,78.5,88.33333333333333,75.0,68.5,11.2
84,Arthur,85,90,50500000,190000,171,73,24,Right,88.0,75.0,81.33333333333333,81.66666666666667,73.85714285714286,68.75,11.0
85,Gianluigi Donnarumma,85,92,41500000,34000,196,90,21,Right,28.0,16.666666666666668,44.5,23.333333333333332,54.285714285714285,19.625,83.6
86,André Onana,85,89,37000000,23500,190,93,24,Right,32.0,14.666666666666666,44.5,26.666666666666668,63.42857142857143,25.25,84.0
87,Sergej Milinković-Savić,85,90,50500000,75000,191,76,25,Right,86.5,74.66666666666667,79.5,78.0,73.57142857142857,76.5,9.4
88,Nabil Fekir,85,87,47000000,43000,173,75,27,Left,90.5,35.333333333333336,74.0,79.66666666666667,80.0,76.625,12.2
89,José María Giménez,85,89,45000000,70000,185,80,25,Right,55.0,86.66666666666667,63.166666666666664,59.333333333333336,67.42857142857143,48.25,10.4
90,Niklas Süle,85,90,46500000,115000,195,97,25,Right,53.0,87.0,64.33333333333333,60.333333333333336,56.57142857142857,46.25,11.6
91,Saúl,85,89,49500000,75000,184,76,25,Left,83.0,77.33333333333333,80.33333333333333,79.0,74.85714285714286,73.375,10.2
92,Serge Gnabry,85,87,47500000,125000,175,75,25,Right,85.0,44.0,72.16666666666667,76.66666666666667,79.14285714285714,72.625,10.0
93,Samuel Umtiti,85,88,43000000,190000,182,75,26,Left,70.5,85.0,73.16666666666667,71.0,71.85714285714286,67.875,13.2
94,Carvajal,85,85,34500000,200000,173,73,28,Right,81.0,83.66666666666667,80.33333333333333,80.33333333333333,80.42857142857143,56.875,13.0
95,Luis Alberto,85,86,45000000,85000,183,74,27,Right,87.0,53.0,66.5,85.0,70.71428571428571,72.25,8.6
96,Stefan de Vrij,85,86,39000000,95000,189,78,28,Right,68.5,86.66666666666667,70.83333333333333,64.33333333333333,67.28571428571429,45.125,10.4
97,Pizzi,85,85,37500000,28500,177,72,30,Right,84.0,62.666666666666664,80.0,83.66666666666667,74.71428571428571,74.25,12.4
98,Isco,85,85,40500000,220000,176,79,28,Right,91.5,57.666666666666664,72.83333333333333,80.33333333333333,70.85714285714286,73.5,10.2
99,Iago Aspas,85,85,34500000,49000,176,67,33,Left,85.5,26.0,72.33333333333333,75.66666666666667,73.28571428571429,80.875,12.4
100,Bernd Leno,85,87,32500000,100000,190,82,28,Right,25.5,20.0,43.833333333333336,35.666666666666664,56.142857142857146,18.125,83.4
101,Thomas Müller,85,85,37500000,155000,186,75,30,Right,78.0,50.0,78.33333333333333,78.33333333333333,72.85714285714286,76.0,10.4
102,Coutinho,85,85,40500000,220000,172,68,28,Right,89.5,52.0,72.16666666666667,80.33333333333333,76.14285714285714,77.375,9.6
103,Roman Bürki,85,86,32000000,90000,187,85,29,Right,17.5,13.333333333333334,42.333333333333336,25.333333333333332,54.285714285714285,19.125,82.8
104,Paulinho,85,85,35500000,28000,183,80,32,Right,83.5,78.0,82.0,75.66666666666667,80.28571428571429,77.5,11.4
105,Péter Gulácsi,85,86,31000000,70000,191,86,30,Right,22.0,20.333333333333332,39.5,23.333333333333332,49.285714285714285,21.125,84.0
106,Jordan Henderson,85,85,37000000,150000,182,80,30,Right,81.0,79.33333333333333,81.83333333333333,85.0,73.71428571428571,71.5,9.8
107,Georginio Wijnaldum,85,85,38000000,150000,175,69,29,Right,86.5,75.0,80.66666666666667,79.0,82.0,73.875,10.8
108,Axel Witsel,85,85,31500000,105000,186,81,31,Right,81.5,81.0,82.5,81.33333333333333,75.14285714285714,74.25,7.2
109,Gareth Bale,85,85,37500000,250000,185,82,31,Left,83.5,53.666666666666664,75.0,82.0,79.71428571428571,85.75,10.4
110,Jan Vertonghen,85,85,24500000,130000,189,86,33,Left,73.5,86.66666666666667,75.66666666666667,73.33333333333333,66.85714285714286,66.5,8.8
111,Ivan Rakitić,85,85,33000000,220000,184,78,32,Right,80.5,73.33333333333333,77.5,85.33333333333333,62.57142857142857,79.375,10.2
112,Gonzalo Higuaín,85,85,34500000,170000,186,89,32,Right,82.0,25.0,67.66666666666667,67.66666666666667,70.85714285714286,78.125,7.8
113,Fernandinho,85,85,14500000,170000,179,67,35,Right,79.5,85.66666666666667,81.33333333333333,78.33333333333333,73.85714285714286,72.25,9.6
114,Zlatan Ibrahimović,85,85,11000000,60000,195,95,38,Right,83.0,29.666666666666668,75.16666666666667,73.0,62.285714285714285,84.875,11.8
115,Kai Havertz,84,93,48500000,70000,188,83,21,Left,86.0,41.0,68.33333333333333,78.33333333333333,76.57142857142857,74.625,9.4
116,Marcus Rashford,84,89,41500000,120000,186,70,22,Right,85.0,40.0,73.83333333333333,73.0,82.71428571428571,80.0,10.6
117,Lautaro Martínez,84,91,44500000,80000,174,81,23,Right,85.0,43.666666666666664,76.66666666666667,67.66666666666667,82.85714285714286,74.375,9.6
118,Wilfred Ndidi,84,88,36500000,95000,183,74,23,Right,75.0,86.66666666666667,79.0,68.0,76.71428571428571,63.875,10.8
119,Lucas Hernández,84,89,37500000,105000,182,76,24,Left,72.0,83.66666666666667,75.83333333333333,73.33333333333333,77.0,54.25,9.8
120,Kingsley Coman,84,88,40500000,115000,179,75,24,Right,87.0,25.666666666666668,63.5,76.33333333333333,80.85714285714286,72.375,4.2
121,Alex Telles,84,85,31500000,22500,181,71,27,Left,82.5,80.0,78.33333333333333,87.0,78.71428571428571,77.0,11.6
122,Julian Brandt,84,88,40500000,95000,185,83,24,Right,86.0,52.0,69.33333333333333,82.33333333333333,77.28571428571429,70.0,11.0
123,Ricardo Pereira,84,86,33000000,105000,175,70,26,Right,82.0,82.66666666666667,78.83333333333333,81.0,80.14285714285714,64.25,13.0
124,Thomas Partey,84,87,38000000,80000,185,77,27,Right,83.0,82.33333333333333,81.83333333333333,80.66666666666667,74.85714285714286,68.625,9.8
125,Leon Goretzka,84,88,40000000,115000,189,76,25,Right,82.5,73.0,80.66666666666667,79.33333333333333,77.57142857142857,74.625,11.2
126,Felipe,84,84,25000000,75000,190,83,31,Right,60.0,84.33333333333333,69.66666666666667,61.666666666666664,72.0,45.0,10.0
127,Mateo Kovačić,84,87,38500000,145000,176,80,26,Right,88.5,69.66666666666667,78.16666666666667,81.66666666666667,75.28571428571429,67.25,6.8
128,Jorginho,84,84,32000000,150000,180,68,28,Right,82.0,71.66666666666667,79.0,84.0,67.0,70.125,11.2
129,Memphis Depay,84,87,39500000,110000,176,78,26,Right,84.0,26.666666666666668,71.5,79.33333333333333,81.28571428571429,78.625,10.0
130,Josip Iličić,84,84,28000000,90000,190,79,32,Left,88.0,37.0,73.33333333333333,80.66666666666667,65.0,81.375,10.4
131,Allan,84,84,31000000,100000,175,74,29,Right,82.5,87.0,85.0,77.66666666666667,80.0,62.25,8.8
132,Francesco Acerbi,84,84,23000000,70000,192,88,32,Left,68.5,86.33333333333333,69.66666666666667,59.666666666666664,61.285714285714285,60.375,10.6
133,Anthony Lopes,84,86,27000000,80000,184,81,29,Left,18.0,13.666666666666666,45.5,27.333333333333332,63.857142857142854,21.0,82.2
134,Wissam Ben Yedder,84,84,32000000,75000,170,68,30,Right,86.0,31.0,72.66666666666667,73.33333333333333,79.0,78.625,8.4
135,James Rodríguez,84,84,32500000,200000,180,75,29,Left,88.0,45.666666666666664,74.83333333333333,84.66666666666667,62.857142857142854,83.75,12.8
136,Neto,84,85,25000000,160000,190,84,31,Right,21.5,15.333333333333334,41.833333333333336,29.333333333333332,57.57142857142857,20.875,81.0
137,Idrissa Gueye,84,84,26500000,110000,174,66,30,Right,77.5,85.66666666666667,79.0,72.66666666666667,79.57142857142857,58.0,9.4
138,Alexandre Lacazette,84,84,32000000,140000,176,77,29,Right,84.5,40.666666666666664,74.16666666666667,72.33333333333333,78.42857142857143,78.375,7.4
139,Kostas Manolas,84,85,30500000,90000,189,83,29,Right,59.5,85.66666666666667,63.833333333333336,49.333333333333336,76.0,29.875,9.8
140,Alex Sandro,84,84,26500000,140000,180,80,29,Left,80.5,81.0,78.0,78.66666666666667,81.0,68.5,8.0
141,Douglas Costa,84,84,31500000,150000,172,70,29,Left,91.5,39.0,69.5,76.66666666666667,80.14285714285714,74.375,10.8
142,Canales,84,84,31500000,43000,176,65,29,Left,83.5,56.0,75.66666666666667,81.66666666666667,71.57142857142857,72.75,13.6
143,Oscar,84,84,32500000,26000,179,66,29,Right,82.0,58.0,71.16666666666667,84.66666666666667,75.85714285714286,74.5,12.2
144,İlkay Gündoğan,84,84,31000000,180000,180,80,29,Right,86.0,72.0,80.5,83.66666666666667,70.28571428571429,73.25,9.6
145,José Callejón,84,84,24000000,95000,178,73,33,Right,83.5,42.666666666666664,70.16666666666667,71.0,79.42857142857143,73.125,9.8
146,Azpilicueta,84,84,25500000,145000,178,77,31,Right,73.0,86.0,78.33333333333333,80.33333333333333,72.85714285714286,61.5,8.6
147,Arturo Vidal,84,84,23500000,200000,180,75,33,Right,79.0,85.66666666666667,85.33333333333333,79.66666666666667,77.0,78.25,3.2
148,Edin Džeko,84,84,19500000,75000,193,80,34,Right,80.5,34.0,73.0,70.66666666666667,61.42857142857143,74.875,12.6
149,Éver Banega,84,84,26500000,31000,174,71,32,Right,84.0,79.0,80.5,83.66666666666667,69.14285714285714,73.25,9.0
150,Radja Nainggolan,84,84,27500000,95000,176,65,32,Right,83.5,86.33333333333333,84.5,80.0,77.42857142857143,73.125,11.0
151,Marcelo,84,84,22500000,185000,174,75,32,Left,91.0,76.66666666666667,82.33333333333333,83.0,80.28571428571429,71.5,7.2
152,Lucas Leiva,84,84,20500000,70000,179,78,33,Right,78.0,82.33333333333333,80.83333333333333,75.33333333333333,72.57142857142857,64.75,7.4
153,Blaise Matuidi,84,84,20500000,135000,180,75,33,Left,77.5,84.33333333333333,80.33333333333333,78.0,80.28571428571429,64.125,9.6
154,Salvatore Sirigu,84,84,19000000,55000,192,80,33,Right,16.5,12.666666666666666,43.333333333333336,21.333333333333332,53.714285714285715,18.125,81.2
155,João Moutinho,84,84,23500000,120000,170,61,34,Right,84.0,71.0,78.66666666666667,85.66666666666667,68.71428571428571,76.25,13.8
156,Ousmane Dembélé,83,90,36500000,175000,178,67,23,Left,87.0,35.0,66.83333333333333,78.33333333333333,77.0,72.0,9.8
157,Ronaldo Cabrais,83,83,27000000,50000,177,75,28,Right,84.0,30.666666666666668,72.0,82.66666666666667,79.42857142857143,76.875,13.0
158,Josué Chiamulera,83,83,23500000,43000,185,80,28,Right,63.0,84.66666666666667,68.0,58.333333333333336,74.85714285714286,51.125,13.8
159,Louri Beretta,83,83,27500000,60000,188,83,28,Right,74.5,25.666666666666668,66.83333333333333,58.666666666666664,71.28571428571429,77.5,15.6
160,Oyarzabal,83,89,35500000,42000,181,78,23,Left,84.5,39.0,66.83333333333333,78.66666666666667,76.57142857142857,75.875,10.0
161,Fabián,83,89,35000000,75000,189,70,24,Left,85.0,74.33333333333333,78.5,78.0,66.0,71.5,12.0
162,Donny van de Beek,83,87,33000000,28000,184,74,23,Right,81.5,71.33333333333333,80.5,75.33333333333333,74.14285714285714,72.25,10.2
163,Pau López,83,88,26000000,38000,189,77,25,Left,17.0,16.666666666666668,45.5,34.333333333333336,51.285714285714285,24.625,82.0
164,Dakonam Djené,83,84,26000000,35000,178,72,28,Right,60.5,84.33333333333333,69.83333333333333,66.33333333333333,74.57142857142857,45.25,9.8
165,Rafa,83,84,30500000,22500,172,66,27,Right,86.5,46.0,71.66666666666667,72.33333333333333,78.14285714285714,65.875,10.2
166,Andrej Kramarić,83,83,27000000,60000,177,73,29,Right,85.5,27.0,69.16666666666667,69.33333333333333,75.14285714285714,81.375,11.6
167,Marcelo Brozović,83,85,28000000,80000,181,68,27,Right,83.0,79.33333333333333,78.66666666666667,79.66666666666667,71.85714285714286,73.75,10.0
168,Duván Zapata,83,83,27000000,85000,189,88,29,Right,79.0,32.666666666666664,66.83333333333333,54.666666666666664,73.42857142857143,72.125,8.0
169,Anderson Talisca,83,86,32500000,22500,190,80,26,Left,83.0,49.333333333333336,73.16666666666667,80.33333333333333,75.14285714285714,81.5,11.8
170,Thomas Strakosha,83,88,26000000,43000,193,78,25,Right,14.5,16.666666666666668,41.666666666666664,22.0,46.285714285714285,19.625,81.8
171,Anthony Martial,83,87,34500000,140000,184,76,24,Right,86.5,36.333333333333336,70.0,71.0,80.14285714285714,75.5,10.2
172,Nicolás Tagliafico,83,84,26500000,29500,172,65,28,Left,75.5,81.66666666666667,78.5,75.33333333333333,81.57142857142857,56.5,12.6
173,Dele Alli,83,88,34500000,105000,188,80,24,Right,84.5,67.66666666666667,82.5,77.0,73.71428571428571,77.5,8.2
174,Alessio Romagnoli,83,89,32000000,46000,188,78,25,Left,67.5,85.33333333333333,66.83333333333333,59.666666666666664,66.85714285714286,42.375,10.4
175,Grimaldo,83,87,29500000,17500,171,69,24,Left,83.5,77.33333333333333,76.5,81.33333333333333,79.57142857142857,69.5,10.0
176,Raphaël Guerreiro,83,84,31000000,95000,170,71,26,Left,86.5,76.33333333333333,77.66666666666667,81.66666666666667,71.71428571428571,70.375,9.0
177,Quincy Promes,83,83,27000000,35000,174,72,28,Right,83.0,44.666666666666664,72.0,77.66666666666667,81.57142857142857,75.25,9.8
178,Filip Kostić,83,83,28000000,55000,184,82,27,Left,84.0,69.66666666666667,77.0,78.66666666666667,80.42857142857143,73.5,12.8
179,Yannick Carrasco,83,84,31000000,22500,181,72,27,Right,85.5,35.333333333333336,65.16666666666667,76.0,78.14285714285714,76.375,9.8
180,Kepa,83,87,25000000,85000,186,88,25,Right,21.5,17.666666666666668,41.5,42.666666666666664,43.714285714285715,24.125,82.6
181,Edin Višća,83,83,25500000,60000,172,63,30,Right,81.0,45.0,70.0,78.66666666666667,82.0,70.375,12.8
182,Arkadiusz Milik,83,86,33000000,90000,186,78,26,Left,78.5,33.666666666666664,67.16666666666667,62.0,68.57142857142857,81.375,12.4
183,Portu,83,83,27000000,48000,167,66,28,Right,83.0,58.333333333333336,74.83333333333333,80.66666666666667,83.14285714285714,73.25,13.4
184,Florian Thauvin,83,83,28000000,60000,179,70,27,Left,83.0,35.333333333333336,71.16666666666667,80.33333333333333,78.28571428571429,78.0,10.4
185,Marcel Sabitzer,83,85,31500000,70000,178,76,26,Right,81.0,57.0,75.83333333333333,75.66666666666667,77.28571428571429,76.375,13.2
186,Raúl Jiménez,83,83,27000000,125000,190,81,29,Right,82.0,40.333333333333336,76.5,76.33333333333333,77.0,76.875,11.0
187,Stefan Savić,83,84,25500000,70000,187,81,29,Right,57.5,84.33333333333333,65.33333333333333,58.666666666666664,63.714285714285715,39.875,13.2
188,Thorgan Hazard,83,83,28000000,100000,175,71,27,Right,85.0,47.333333333333336,74.0,78.66666666666667,76.85714285714286,74.125,7.4
189,Harry Maguire,83,86,28500000,135000,194,100,27,Right,73.5,81.0,77.16666666666667,68.66666666666667,65.14285714285714,54.375,12.4
190,Gabriel Paulista,83,84,25500000,50000,187,79,29,Right,64.5,82.66666666666667,73.33333333333333,73.66666666666667,73.71428571428571,54.5,11.6
191,Morata,83,84,31000000,150000,190,84,27,Right,83.0,23.666666666666668,68.83333333333333,67.33333333333333,77.0,73.875,4.4
192,Lucas Digne,83,86,28500000,95000,178,74,27,Left,80.5,81.66666666666667,77.83333333333333,80.33333333333333,78.42857142857143,72.875,9.2
193,Dušan Tadić,83,83,25000000,35000,181,76,31,Left,85.5,36.0,71.83333333333333,83.0,73.57142857142857,78.125,12.2
194,Charles Aránguiz,83,83,24000000,85000,171,70,31,Right,81.0,77.0,81.5,82.33333333333333,72.0,71.375,11.0
195,Pablo Sarabia,83,84,29500000,105000,174,70,28,Left,85.5,54.333333333333336,70.16666666666667,82.0,66.85714285714286,72.875,11.6
196,Wilfried Zaha,83,83,28000000,80000,180,66,27,Right,88.0,32.0,68.5,72.0,79.42857142857143,64.875,12.2
