,Player,Overall Score,Potential Score,Market Value,Weekly Salary,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
28,Andrés Montero,69,70,1200000,1900,175,65,26,Right,70.5,23.333333333333332,57.0,67.33333333333333,66.71428571428571,61.25,10.8
29,Agustín González,69,76,1500000,7000,175,65,23,Left,68.0,53.0,64.0,59.333333333333336,69.0,57.0,12.8
30,Sebastián Assís,69,70,1100000,6800,171,75,27,Right,67.0,65.66666666666667,72.0,64.33333333333333,63.0,53.875,11.8
31,Lukas Provod,69,78,1600000,7000,189,84,23,Left,70.0,57.666666666666664,65.66666666666667,64.0,69.42857142857143,65.875,10.2
32,Carlos Beltrán,69,69,925000,7700,187,77,30,Right,56.0,70.0,56.0,56.333333333333336,59.285714285714285,39.25,12.2
33,Aldair Rodríguez,69,73,1400000,7700,186,84,26,Right,68.0,26.666666666666668,54.0,50.0,67.57142857142857,58.25,9.4
34,Byron Castillo,69,75,1300000,5300,170,57,21,Right,57.5,67.66666666666667,55.833333333333336,62.333333333333336,69.28571428571429,34.0,8.6
35,Carlos Arboleda,69,69,1100000,8800,173,64,28,Left,74.0,44.666666666666664,58.333333333333336,70.66666666666667,73.0,61.625,12.4
36,Moisés Corozo,69,72,1200000,7400,185,80,27,Right,68.5,64.66666666666667,64.33333333333333,70.33333333333333,72.14285714285714,67.375,11.6
37,Matías Zunino,69,69,1000000,8400,172,78,30,Right,71.5,29.666666666666668,49.0,60.0,63.714285714285715,53.375,10.4
38,Agustín Ocampo,69,80,1800000,6000,172,71,22,Left,69.0,36.333333333333336,63.166666666666664,65.0,69.0,62.625,10.2
39,Jorge Morel,69,82,1900000,5300,180,70,22,Right,60.5,64.0,64.0,64.33333333333333,67.0,48.125,9.8
40,Adrián Martínez,69,69,1200000,8800,180,75,28,Left,67.0,28.0,56.0,51.0,68.71428571428571,50.5,12.8
41,Hernán Novick,69,69,1000000,8100,174,68,31,Right,64.5,32.0,58.5,67.0,64.28571428571429,63.25,12.6
42,Bruno Duarte,69,76,1500000,5000,183,78,24,Right,67.5,22.0,54.5,59.0,66.57142857142857,61.375,10.0
43,Shamar Nicholson,69,75,1500000,6900,192,80,23,Right,66.0,18.333333333333332,53.166666666666664,55.333333333333336,63.285714285714285,64.75,12.2
44,Joyskim Dawa Tchakonte,69,73,,,194,95,24,Right,48.0,67.33333333333333,52.333333333333336,50.666666666666664,64.71428571428571,34.875,11.8
45,Joris Chotard,69,84,2100000,1800,179,70,18,Right,71.5,58.333333333333336,67.66666666666667,70.33333333333333,67.0,50.625,9.6
46,Tiago Djaló,69,84,2100000,7700,190,82,20,Right,60.0,67.33333333333333,61.0,58.666666666666664,65.0,44.125,8.0
47,Ismail Jakobs,69,82,2000000,7000,184,79,21,Left,71.5,60.333333333333336,60.5,58.666666666666664,71.0,45.75,10.2
48,Son,69,72,1200000,4300,178,72,26,Right,66.5,67.0,64.33333333333333,62.333333333333336,70.14285714285714,49.0,8.8
49,Giorgos Athanasiadis,69,72,950000,6000,191,84,27,Right,11.0,10.0,34.833333333333336,16.0,44.0,14.25,68.4
50,Francesco Lisi,69,69,1000000,2000,179,74,31,Right,71.5,49.333333333333336,60.5,63.666666666666664,70.42857142857143,63.5,10.4
51,Willyan,69,74,1300000,3500,192,86,25,Right,42.5,68.33333333333333,51.5,39.333333333333336,53.857142857142854,37.625,9.4
52,Jalal Daoudi,69,69,875000,9300,175,73,32,Right,69.0,63.666666666666664,64.66666666666667,69.66666666666667,74.28571428571429,65.75,10.0
53,Sven Botman,69,78,1400000,4200,193,81,20,Left,48.5,67.0,53.5,50.666666666666664,65.14285714285714,35.75,9.8
54,Randy Nteka,69,80,1800000,3400,189,75,22,Left,69.5,62.333333333333336,68.0,61.0,74.14285714285714,59.0,10.2
55,José Borgueray,69,70,,,199,87,30,Right,17.0,15.0,44.833333333333336,22.0,49.142857142857146,19.375,66.2
56,Pedro Amaral,69,77,1400000,3200,178,72,23,Left,68.5,69.0,60.666666666666664,58.333333333333336,66.0,50.125,7.8
57,Luis Díaz,69,78,1600000,3100,180,72,21,Right,67.0,30.0,55.833333333333336,64.0,72.71428571428571,60.5,7.0
58,Álex Bermejo,69,80,1800000,3900,183,76,21,Right,71.0,54.333333333333336,60.333333333333336,64.33333333333333,67.85714285714286,61.125,10.0
59,Dejan Joveljić,69,80,1800000,9700,182,72,21,Right,70.5,27.333333333333332,55.166666666666664,53.0,69.42857142857143,61.25,8.0
60,Enzo Lombardo,69,78,1600000,10000,174,69,23,Right,72.0,39.666666666666664,53.5,65.33333333333333,69.85714285714286,58.5,10.6
61,Anderson Oliveira,69,78,1600000,5000,186,78,22,Left,67.0,23.0,56.5,54.333333333333336,67.71428571428571,65.0,10.8
62,Halil Dervişoğlu,69,81,1800000,12500,183,76,20,Right,72.0,35.0,59.166666666666664,54.0,67.0,58.75,9.8
63,Luca Kilian,69,79,1500000,5400,190,90,21,Right,51.0,67.33333333333333,55.333333333333336,58.666666666666664,61.857142857142854,39.375,9.8
64,Richard Sánchez,69,74,1400000,19500,172,71,24,Right,69.5,64.33333333333333,64.5,62.333333333333336,71.57142857142857,56.75,9.8
65,Ionuț Panțîru,69,75,1300000,3800,179,74,24,Left,60.0,66.33333333333333,61.0,63.666666666666664,75.14285714285714,50.625,10.4
66,Valentin Mihăilă,69,78,1600000,3200,177,71,20,Right,66.5,34.0,55.0,64.33333333333333,72.28571428571429,58.5,9.0
67,Iulian Cristea,69,76,1300000,3800,184,77,26,Right,49.5,69.33333333333333,57.5,47.333333333333336,70.42857142857143,38.875,10.0
68,Andrei Chindriș,69,83,2200000,3200,191,85,21,Right,52.0,66.0,51.0,37.666666666666664,70.85714285714286,31.25,9.8
69,Andrei Miron,69,73,1200000,4200,185,85,26,Right,51.5,67.33333333333333,53.0,53.666666666666664,70.0,44.0,10.0
70,Valentin Crețu,69,69,825000,4400,176,71,31,Right,57.5,67.0,64.5,62.333333333333336,75.42857142857143,46.625,11.6
71,Diego Valdez,69,73,1200000,7000,181,74,26,Left,62.0,67.0,62.0,66.66666666666667,65.14285714285714,54.0,8.4
72,Alex Vigo,69,79,1500000,4300,175,75,21,Right,70.0,66.0,63.666666666666664,63.0,71.42857142857143,48.75,10.4
73,Gideon Mensah,69,77,1400000,10500,177,64,22,Left,70.5,65.0,62.333333333333336,64.66666666666667,72.71428571428571,56.125,9.6
74,Dávid Hancko,69,81,1700000,5300,188,78,22,Left,63.5,68.66666666666667,60.666666666666664,65.66666666666667,67.14285714285714,53.0,10.6
75,Boubakar Kouyaté,69,78,1500000,3400,192,78,23,Right,54.5,65.33333333333333,50.833333333333336,50.666666666666664,66.28571428571429,42.5,8.8
76,Ricardo Márquez,69,80,1800000,1500,184,83,22,Right,65.5,18.666666666666668,50.5,54.333333333333336,64.42857142857143,58.375,10.4
77,Kai Pröger,69,69,1100000,11000,177,73,28,Right,71.5,34.666666666666664,59.333333333333336,55.333333333333336,75.42857142857143,61.125,10.8
78,Gerardo Ortiz,69,69,700000,1500,187,84,31,Left,12.5,10.333333333333334,24.666666666666668,19.0,40.285714285714285,15.0,67.8
79,Ousseynou Thioune,69,71,1300000,3300,180,72,26,Right,67.0,65.66666666666667,64.33333333333333,69.0,63.857142857142854,56.25,10.6
80,Aké Loba,69,78,1600000,15000,180,76,22,Right,68.5,18.333333333333332,53.5,57.0,76.0,59.375,8.4
81,Lassina Traoré,69,83,2200000,3900,183,80,19,Right,69.0,23.0,55.166666666666664,49.333333333333336,74.57142857142857,60.75,11.6
82,Adam Bareiro,69,77,1600000,17000,184,84,24,Right,69.0,17.333333333333332,49.833333333333336,45.666666666666664,65.85714285714286,58.875,11.8
83,Bafodé Diakité,69,82,1700000,3400,186,82,19,Right,56.0,68.66666666666667,57.166666666666664,59.0,66.28571428571429,43.5,8.6
84,Tomoki Iwata,69,77,1400000,2400,178,75,23,Right,63.5,68.33333333333333,60.166666666666664,65.66666666666667,71.57142857142857,45.75,9.8
85,Noriaki Fujimoto,69,69,1100000,5000,175,69,31,Right,66.5,24.666666666666668,56.666666666666664,49.666666666666664,70.85714285714286,64.125,10.2
86,Jérémy Doku,69,87,2100000,2000,171,60,18,Right,75.5,26.666666666666668,50.833333333333336,56.666666666666664,80.0,50.0,10.0
87,Jhon Cifuente,69,69,1200000,8800,179,77,28,Right,74.5,18.0,42.333333333333336,39.0,65.71428571428571,65.625,11.6
88,Beder Caicedo,69,70,1000000,7400,180,72,28,Left,54.5,63.666666666666664,56.166666666666664,62.666666666666664,75.42857142857143,48.875,11.4
89,Stiven Plaza,69,83,2300000,7600,189,83,21,Right,64.5,23.0,54.0,53.666666666666664,74.71428571428571,59.125,9.4
90,Ewoud Pletinckx,69,81,1600000,2000,190,87,19,Right,47.0,67.0,52.333333333333336,47.333333333333336,57.0,34.875,9.6
91,Henry Vaca,69,77,,,167,60,22,Left,67.5,36.666666666666664,52.666666666666664,66.66666666666667,73.14285714285714,60.625,10.0
92,Santiago Sosa,69,83,2200000,5300,179,78,21,Right,65.0,67.0,63.833333333333336,61.666666666666664,66.71428571428571,51.125,10.4
93,Shinnosuke Hatanaka,69,73,1200000,2800,184,80,25,Right,55.5,67.33333333333333,52.666666666666664,58.0,61.142857142857146,39.75,12.2
94,Kyogo Furuhashi,69,73,1400000,3800,170,63,25,Right,68.0,23.0,53.833333333333336,68.0,73.28571428571429,58.25,10.0
95,Farid El Melali,69,76,1500000,9400,168,65,23,Right,77.0,33.0,47.666666666666664,63.0,62.0,52.875,8.8
96,Javi Sánchez,69,80,1700000,7200,189,78,23,Right,47.5,68.33333333333333,53.0,48.0,59.285714285714285,38.75,12.0
97,Stoichkov,69,71,1300000,11000,178,75,26,Right,71.0,50.333333333333336,56.833333333333336,65.33333333333333,66.71428571428571,64.75,9.0
98,Diego Palacios,69,79,1500000,2000,169,65,21,Left,67.5,68.0,61.666666666666664,67.0,71.28571428571429,34.0,8.4
99,Eric García,69,85,2000000,11000,182,79,19,Right,63.0,67.66666666666667,56.833333333333336,54.333333333333336,64.14285714285714,40.875,10.0
100,Frantzdy Pierrot,69,73,1400000,4500,193,93,25,Right,61.0,23.666666666666668,53.666666666666664,47.333333333333336,61.57142857142857,57.625,11.8
101,Carlos Benavídez,69,79,1600000,6300,185,77,22,Right,61.5,68.0,57.833333333333336,61.333333333333336,64.14285714285714,46.75,12.4
102,Ubong Ekpai,69,73,1400000,7700,176,74,24,Right,71.5,21.0,53.166666666666664,60.666666666666664,69.0,59.0,10.8
103,Kevin Behrens,69,69,1100000,4300,184,80,29,Right,64.5,22.0,55.333333333333336,46.333333333333336,74.28571428571429,60.25,8.6
104,Pipa,69,77,1500000,9000,176,72,22,Right,70.5,62.0,61.166666666666664,69.0,68.71428571428571,56.875,8.2
105,Álex López,69,79,1700000,10500,176,68,23,Right,68.5,57.0,64.33333333333333,69.66666666666667,63.142857142857146,49.0,10.0
106,Javi Hernández,69,82,1900000,33000,182,74,22,Left,65.5,69.0,62.666666666666664,64.66666666666667,68.0,50.875,9.4
107,Eryc Castillo,69,72,1300000,8800,175,80,25,Right,72.0,28.666666666666668,52.666666666666664,64.0,74.28571428571429,57.625,12.2
108,Fashion Sakala,69,75,1500000,7400,178,72,23,Right,69.5,22.333333333333332,55.166666666666664,55.666666666666664,78.85714285714286,64.125,10.8
109,Jonathan Toro,69,78,1600000,4200,174,64,23,Right,70.5,35.666666666666664,59.5,67.33333333333333,67.71428571428571,57.625,8.2
110,Gabriel Fuentes,69,78,1500000,1800,180,74,23,Left,67.5,64.33333333333333,64.16666666666667,60.333333333333336,73.85714285714286,41.5,10.6
111,Domenico Frare,69,77,1400000,1500,187,77,24,Right,51.0,67.66666666666667,57.5,48.666666666666664,61.285714285714285,44.75,9.4
112,Jorge Félix,69,69,1100000,4600,175,68,29,Right,70.5,28.666666666666668,54.333333333333336,66.33333333333333,72.57142857142857,60.125,7.6
113,Aleksandar Radovanović,69,73,1200000,4700,189,83,26,Left,48.0,67.66666666666667,51.5,51.0,54.0,36.25,10.6
114,Jesús Jiménez,69,70,1200000,3300,182,80,26,Right,69.5,35.666666666666664,55.666666666666664,63.333333333333336,74.71428571428571,54.375,10.2
115,Catena,69,75,1300000,3200,194,80,25,Right,48.0,68.66666666666667,54.333333333333336,47.666666666666664,64.42857142857143,40.125,10.2
116,Ousmane Kanté,69,69,875000,4500,185,80,30,Right,53.0,67.33333333333333,57.5,47.666666666666664,60.857142857142854,40.375,9.2
117,Fran Gámez,69,69,925000,10500,174,71,29,Right,65.5,66.33333333333333,57.5,63.0,69.14285714285714,47.75,8.8
118,Mujaid,69,83,2100000,2300,180,75,20,Right,55.0,69.0,53.833333333333336,54.333333333333336,68.85714285714286,31.375,9.0
119,Borna Sosa,69,78,1500000,8200,186,77,22,Left,72.0,64.66666666666667,57.5,70.0,70.14285714285714,39.375,7.8
120,Noam Baumann,69,77,1200000,2700,192,83,24,Right,15.0,17.333333333333332,31.5,17.666666666666668,38.57142857142857,14.75,68.6
121,Giorgi Kharaishvili,69,75,1400000,2300,183,73,24,Right,69.0,40.0,53.833333333333336,63.333333333333336,68.71428571428571,60.875,9.4
122,José Ortíz,69,80,1700000,3700,181,80,21,Right,50.5,67.33333333333333,52.5,52.0,70.57142857142857,41.5,6.2
123,Elvir Koljić,69,74,1400000,4600,191,92,25,Right,58.5,29.333333333333332,56.333333333333336,49.0,67.28571428571429,65.625,10.6
124,Felipe Jaramillo,69,78,1500000,1500,185,83,24,Right,58.5,67.66666666666667,62.0,61.666666666666664,66.71428571428571,51.375,7.0
125,Edwuin Cetre,69,79,1700000,1700,170,74,22,Right,69.0,31.666666666666668,52.5,61.333333333333336,73.28571428571429,61.5,8.8
126,Gaëtan Robail,69,70,1200000,5100,182,73,26,Right,71.5,51.0,55.333333333333336,72.33333333333333,64.85714285714286,60.875,11.6
127,Guillermo Soto,69,72,1200000,2200,177,69,26,Right,66.0,66.33333333333333,54.166666666666664,66.0,72.14285714285714,30.125,10.6
128,Francisco Ortega,69,82,1900000,4800,177,75,21,Left,74.0,60.333333333333336,64.33333333333333,63.0,79.0,56.75,10.2
129,Lewis Ferguson,69,84,2100000,2100,180,75,21,Right,69.0,63.333333333333336,68.5,68.33333333333333,74.71428571428571,61.875,10.2
130,Nikolas Špalek,69,76,1500000,6100,171,67,23,Right,71.0,31.333333333333332,54.166666666666664,63.666666666666664,73.0,64.875,7.8
131,Felipe Curcio,69,72,1200000,2100,185,81,27,Left,73.0,64.33333333333333,61.166666666666664,72.66666666666667,70.28571428571429,67.125,12.2
132,Federico Varela,69,77,1500000,11500,174,64,24,Right,73.0,50.666666666666664,63.333333333333336,66.33333333333333,67.42857142857143,61.125,9.8
133,Daniel Mantilla,69,77,1500000,1500,172,70,23,Right,65.5,41.666666666666664,61.666666666666664,65.33333333333333,75.0,51.125,8.4
134,Josh Sargent,69,83,2300000,8000,185,79,20,Right,68.5,32.666666666666664,60.333333333333336,53.0,70.57142857142857,62.5,8.2
135,Cory Burke,69,69,1100000,4600,191,82,28,Right,65.0,20.333333333333332,51.333333333333336,35.333333333333336,67.57142857142857,60.5,9.2
136,Nanu,69,73,1200000,4600,177,69,26,Right,70.5,63.666666666666664,64.16666666666667,62.333333333333336,78.85714285714286,54.5,12.4
137,Francis Amuzu,69,79,1600000,6100,170,66,21,Right,73.0,37.666666666666664,48.833333333333336,65.0,79.14285714285714,57.125,11.4
138,Abdou Harroui,69,78,1600000,4000,182,76,22,Right,72.0,63.0,64.0,64.33333333333333,73.0,55.75,8.0
139,Aldo Cruz,69,79,1500000,6600,173,62,22,Left,65.5,68.33333333333333,59.666666666666664,66.33333333333333,74.0,45.5,10.4
140,Modibo Sagnan,69,80,1700000,7900,187,77,21,Left,49.5,68.0,54.166666666666664,58.0,60.857142857142854,37.0,9.0
141,Pape Gueye,69,83,2200000,2900,187,65,21,Left,67.0,65.66666666666667,62.333333333333336,62.333333333333336,64.71428571428571,45.5,12.4
142,Jonas Wind,69,78,1700000,8200,190,82,21,Right,67.0,26.0,57.166666666666664,49.0,67.28571428571429,59.625,9.4
143,Carlos Garcés,69,69,1100000,9100,185,92,30,Right,65.5,17.666666666666668,49.666666666666664,46.0,64.71428571428571,57.875,12.4
144,Romario Ibarra,69,72,1300000,3700,174,77,25,Right,65.5,35.0,50.666666666666664,69.0,77.14285714285714,61.0,10.0
145,Timothy Weah,69,84,2300000,10500,183,66,20,Right,68.0,26.666666666666668,54.0,57.0,73.71428571428571,62.375,11.4
146,Jesus Ferreira,69,82,1900000,1800,173,64,19,Right,61.0,22.0,59.333333333333336,41.666666666666664,78.42857142857143,58.75,11.2
147,Roberto Ordoñez,69,69,550000,8800,185,85,35,Right,63.0,17.0,42.0,41.666666666666664,61.714285714285715,67.75,10.0
148,Olimpiu Moruțan,69,82,2000000,3600,172,71,21,Left,75.5,40.333333333333336,57.5,64.66666666666667,73.0,58.625,10.8
149,Reeve Frosler,69,76,1300000,5300,173,69,22,Right,68.0,72.33333333333333,57.0,64.66666666666667,66.57142857142857,44.0,11.0
150,Yannis Clementia,69,74,1100000,6700,188,80,23,Right,17.0,14.333333333333334,29.666666666666668,24.666666666666668,44.42857142857143,16.0,68.0
151,Tomás Chancalay,69,79,1700000,4900,179,74,21,Right,70.5,35.666666666666664,60.666666666666664,64.0,70.28571428571429,61.125,8.2
152,Leonardo Heredia,69,75,1400000,5800,185,79,24,Right,72.0,31.0,58.833333333333336,65.0,65.85714285714286,62.875,9.6
153,Felipe Carballo,69,78,1600000,7000,177,72,23,Right,64.0,62.666666666666664,66.33333333333333,68.0,70.14285714285714,55.75,9.6
154,Michael Estrada,69,76,1500000,10500,187,86,24,Right,66.5,18.0,50.833333333333336,49.0,64.57142857142857,55.5,9.0
155,Jérémy Grimm,69,69,700000,12000,181,69,33,Right,60.5,69.66666666666667,60.5,60.0,61.0,51.75,9.4
156,Dejan Ljubicic,69,77,1400000,5800,186,74,22,Right,67.0,67.0,61.5,66.33333333333333,68.85714285714286,55.125,10.0
157,Emmanuel Apeh,69,78,1600000,10000,180,70,23,Right,66.0,20.333333333333332,49.0,50.666666666666664,66.42857142857143,60.875,9.4
158,Mert Hakan Yandaş,69,74,1400000,6200,174,73,26,Right,73.0,47.666666666666664,55.0,68.0,62.714285714285715,56.0,8.8
159,Rodrigão,69,76,1300000,4100,191,89,24,Right,46.0,66.66666666666667,51.5,52.333333333333336,61.142857142857146,35.5,9.6
160,Amine Gouiri,69,84,2300000,17000,180,72,20,Right,72.0,18.666666666666668,54.333333333333336,51.0,68.28571428571429,59.125,8.4
161,Jonathan Sandoval,69,69,650000,5500,181,72,33,Right,62.5,68.33333333333333,61.5,60.333333333333336,71.71428571428571,51.25,10.6
162,Emanuel Vignato,69,81,1700000,4900,175,67,20,Right,72.5,38.333333333333336,53.5,68.33333333333333,63.0,59.75,11.2
163,Sofian Kiyine,69,80,1800000,14500,182,75,22,Right,77.0,64.33333333333333,61.666666666666664,66.33333333333333,67.28571428571429,56.375,10.2
164,Andrea Settembrini,69,69,1100000,1800,176,67,28,Right,68.5,63.666666666666664,64.33333333333333,68.0,68.0,58.125,7.8
165,Luca Fiordilino,69,78,1600000,1900,177,68,24,Right,70.0,65.33333333333333,63.833333333333336,68.66666666666667,75.28571428571429,61.0,12.0
166,Aleš Matějů,69,73,1200000,5500,185,80,24,Right,68.0,67.66666666666667,65.0,64.0,72.85714285714286,49.125,9.4
167,Tiago Lopes,69,69,825000,10500,178,66,31,Right,69.5,67.0,63.666666666666664,65.66666666666667,70.71428571428571,57.375,11.0
168,Bastien Toma,69,83,2300000,10500,174,65,21,Right,66.5,64.0,66.33333333333333,64.33333333333333,71.0,59.375,9.8
169,Nacho Méndez,69,80,1800000,3900,179,77,22,Left,69.0,55.666666666666664,65.83333333333333,69.0,67.85714285714286,58.125,9.0
170,Tommaso Augello,69,73,1200000,1900,180,70,26,Left,65.5,66.0,62.5,61.666666666666664,71.71428571428571,44.0,10.2
171,Ivan Ljubić,69,75,1300000,7900,184,75,24,Right,69.0,66.33333333333333,65.16666666666667,64.0,66.85714285714286,58.375,11.8
172,Ovidiu Popescu,69,73,1200000,4200,181,77,26,Right,59.0,68.33333333333333,64.5,63.0,72.71428571428571,60.75,10.6
173,Oleksiy Dytyatev,69,69,850000,3500,196,88,31,Right,38.5,69.33333333333333,50.333333333333336,40.666666666666664,56.714285714285715,34.75,11.2
174,Eduardo Tercero,69,75,1300000,22000,182,69,24,Right,60.0,68.33333333333333,57.333333333333336,60.0,70.57142857142857,41.625,7.6
175,Caleb Ekuban,69,72,1300000,14500,182,80,26,Right,69.5,18.666666666666668,60.166666666666664,58.0,74.85714285714286,62.25,9.4
176,Adam Zreľák,69,72,1300000,7500,183,82,26,Left,61.5,24.0,56.166666666666664,41.666666666666664,69.71428571428571,61.875,10.2
177,Ramiro González,69,69,925000,13000,182,79,29,Right,52.0,68.33333333333333,53.5,48.0,61.285714285714285,38.5,10.8
178,Gerzino Nyamsi,69,77,1400000,13500,194,91,23,Right,50.5,65.0,54.666666666666664,47.666666666666664,60.57142857142857,38.25,11.6
179,Jordi Mboula,69,79,1700000,13500,183,74,21,Right,72.0,30.0,52.666666666666664,62.666666666666664,72.14285714285714,60.375,11.0
180,Kouadio-Yves Dabila,69,75,1300000,12500,183,80,23,Right,54.5,71.66666666666667,53.0,49.666666666666664,59.142857142857146,38.375,11.2
181,Aylton Boa Morte,69,70,1200000,4600,182,75,26,Left,71.5,27.333333333333332,60.666666666666664,58.0,69.14285714285714,58.75,10.8
182,Nicolas Cozza,69,82,1900000,9100,178,72,21,Left,64.5,69.66666666666667,61.0,65.66666666666667,70.85714285714286,43.25,10.2
183,Cristian Ganea,69,70,1000000,9500,175,72,28,Left,67.0,66.0,64.33333333333333,69.0,71.71428571428571,64.875,8.2
184,Atakan Karazor,69,75,1300000,9800,190,80,23,Right,59.0,71.33333333333333,60.333333333333336,57.0,58.285714285714285,39.875,8.8
185,Sadık Çiftpınar,69,71,1100000,23500,181,78,27,Right,41.5,70.0,50.5,44.0,65.42857142857143,33.0,12.8
186,Okechukwu Azubuike,69,78,1500000,12500,170,73,23,Right,60.5,66.66666666666667,54.0,64.66666666666667,73.28571428571429,46.375,8.8
187,Rajko Rep,69,69,1000000,4900,177,72,30,Left,67.5,58.666666666666664,64.16666666666667,68.0,64.85714285714286,63.625,12.2
188,Žan Majer,69,70,1200000,8500,179,69,28,Right,70.5,52.333333333333336,64.83333333333333,68.66666666666667,65.42857142857143,56.125,11.6
189,Ermedin Demirović,69,80,1800000,8900,185,80,22,Right,66.5,34.333333333333336,53.666666666666664,44.666666666666664,66.57142857142857,61.125,7.8
190,Bastos,69,69,925000,3500,169,68,28,Right,66.5,64.0,63.0,60.333333333333336,76.14285714285714,49.0,11.4
191,Lucas Possignolo,69,72,1200000,3900,189,79,26,Right,48.0,68.0,52.666666666666664,46.0,63.142857142857146,32.875,10.6
192,Philip Türpitz,69,69,1100000,3800,178,74,29,Right,70.0,31.333333333333332,61.833333333333336,60.0,75.71428571428571,63.125,10.4
193,Klaus Gjasula,69,69,900000,10500,192,84,30,Right,55.5,66.66666666666667,67.5,55.333333333333336,58.0,52.875,11.0
194,Sebastian Mai,69,72,1200000,2700,195,93,26,Right,53.0,61.666666666666664,64.0,42.666666666666664,49.714285714285715,47.75,10.8
195,Amine Bassi,69,78,1600000,2600,173,65,22,Right,69.5,46.333333333333336,60.333333333333336,66.66666666666667,68.0,63.5,9.6
196,Ilias Chair,69,78,1600000,4000,171,68,22,Right,67.0,30.0,52.0,63.0,67.0,56.75,11.0
197,Olabe,69,75,1400000,9100,178,70,24,Left,70.5,59.333333333333336,58.166666666666664,70.66666666666667,64.0,50.5,9.0
